id,chain_len,distances
21373,9,"[2369, 2, 2, 2, 1, 1, 1, 90]"
21389,10,"[487, 507, 51, 51, 74, 33, 9, 9, 11]"
21418,12,"[900, 78, 73, 370, 9, 4, 1, 21, 1, 2, 2]"
21438,9,"[172, 27, 82, 80, 239, 14, 39, 0]"
55027,10,"[1982, 1035, 874, 0, 874, 874, 1853, 882, 1104]"
67634,8,"[1982, 1035, 874, 1853, 0, 882, 1104]"
56189,8,"[1982, 1035, 0, 874, 1853, 882, 1104]"
55195,8,"[1982, 1035, 0, 874, 1853, 882, 1104]"
56229,5,"[1508, 1951, 2025, 3116]"
21488,20,"[2963, 2454, 2346, 14, 23, 2619, 682, 412, 1036, 207, 50, 1069, 26, 3186, 1033, 875, 1853, 1984, 1104]"
21867,8,"[2306, 1035, 1035, 874, 1853, 1984, 1104]"
22008,7,"[1982, 1035, 874, 1853, 1984, 1104]"
22262,8,"[1982, 1035, 874, 0, 1853, 1984, 1104]"
21523,7,"[1982, 1049, 880, 1865, 1984, 1104]"
21861,10,"[1982, 1034, 874, 1416, 0, 1034, 1741, 1984, 1104]"
55769,8,"[1982, 1035, 874, 1853, 882, 1104, 1104]"
56657,9,"[1982, 1035, 874, 1853, 882, 882, 1984, 1104]"
22673,8,"[2964, 874, 1035, 1813, 1984, 1104, 0]"
22171,7,"[2306, 1035, 3219, 1984, 1853, 1781]"
67493,7,"[1982, 1035, 874, 1853, 1984, 1104]"
21492,5,"[1817, 1219, 27, 1218]"
22451,12,"[1982, 1417, 874, 1742, 1984, 1104, 1104, 1984, 1853, 874, 1035]"
21527,26,"[742, 2, 0, 862, 0, 30, 0, 883, 116, 535, 66, 139, 2, 564, 72, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0]"
21572,3,"[490, 0]"
21648,12,"[1982, 240, 27, 1, 796, 902, 1680, 0, 1600, 1170, 631]"
21733,7,"[14489, 8755, 6, 6, 254, 3090]"
21727,3,"[6769, 0]"
21736,3,"[7239, 43]"
21737,18,"[109, 4, 0, 227, 1480, 2761, 3, 78, 90, 12, 117, 93, 4, 49, 47, 55, 19]"
21741,85,"[138, 5, 6441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 70, 81, 13, 5595, 7048, 6, 5, 21, 8, 8, 24, 1, 1, 428, 16, 600, 169, 142, 8, 597, 16, 16, 16, 81, 25, 102, 448, 16, 114, 554, 8, 8, 872, 1, 2, 386, 124, 2, 2, 826, 40, 370, 16, 16, 16, 16, 34, 515, 8, 24, 0, 8, 2, 1, 2, 3, 1, 1, 1, 3, 8, 8, 0, 290, 448, 69, 1]"
21765,51,"[1684, 487, 0, 0, 0, 487, 53, 56, 39, 2480, 1906, 1124, 475, 1256, 1067, 1067, 0, 0, 0, 2, 1065, 1026, 41, 41, 41, 52, 39, 1506, 37, 2781, 3240, 466, 1320, 196, 900, 3139, 1870, 122, 183, 449, 2007, 1467, 1593, 3015, 1036, 875, 1870, 1971, 1122, 28]"
21770,7,"[14, 2, 468, 1, 173, 13]"
21771,7,"[14, 2, 468, 1, 173, 99]"
21774,8,"[14, 2, 468, 1, 173, 99, 687]"
21811,57,"[109, 4, 0, 227, 1480, 2761, 3, 78, 90, 12, 117, 93, 4, 49, 47, 4020, 205, 3, 3, 165, 1, 1, 47, 625, 269, 494, 329, 54, 12, 0, 0, 16, 964, 12, 206, 762, 5, 5, 5, 120, 4214, 187, 160, 4, 567, 313, 605, 459, 561, 430, 1043, 1, 84, 9297, 214, 429]"
21813,16,"[1587, 339, 693, 384, 1164, 2271, 1063, 1072, 256, 921, 1006, 1052, 975, 1013, 2196]"
21819,9,"[2008, 7, 2, 1035, 875, 1854, 1984, 1105]"
21841,61,"[98, 1, 1294, 49, 1349, 6, 6, 833, 864, 1224, 12, 98, 190, 42, 2, 1, 2, 1, 1, 1, 50, 35, 33, 1255, 1098, 11, 180, 160, 1310, 1255, 949, 78, 12, 0, 10, 0, 265, 695, 695, 1480, 1358, 1971, 39, 2, 7, 179, 66, 20, 2, 6, 216, 262, 126, 0, 222, 1015, 105, 16, 280, 1]"
21860,8,"[1694, 1, 716, 885, 1599, 966, 1549]"
22031,4,"[1995, 13, 1081]"
22113,31,"[227, 74, 92, 70, 0, 0, 0, 845, 989, 84, 1275, 837, 915, 1138, 147, 1439, 1712, 1123, 0, 0, 2232, 1209, 1209, 1755, 0, 174, 1031, 0, 1031, 1031]"
22122,73,"[421, 27, 535, 1616, 4, 3, 350, 1380, 2077, 55, 57, 0, 240, 104, 4, 20, 16, 28, 4, 6, 2, 2, 13, 5, 10, 25, 8, 29, 3, 1, 12, 4, 6, 30, 0, 16, 19, 28, 6, 6, 5, 10, 21, 145, 139, 146, 3259, 35, 35, 27, 442, 203, 2, 1851, 2, 1666, 1306, 73, 50, 26, 26, 3603, 233, 24, 2760, 5093, 636, 393, 2, 27, 18, 782]"
22318,3,"[6399, 3235]"
22140,23,"[5086, 3179, 3134, 3183, 1986, 5, 3054, 2, 2258, 754, 2443, 3604, 6403, 64, 13, 7653, 0, 18, 284, 13020, 2463, 3617]"
22148,9,"[2009, 1035, 70, 876, 1815, 1984, 1104, 0]"
22173,8,"[2013, 0, 1025, 888, 1895, 1984, 1104]"
22188,9,"[2075, 2, 1371, 0, 1972, 891, 0, 1886]"
55835,7,"[1981, 1036, 874, 1853, 882, 1104]"
55655,7,"[1982, 1035, 874, 1853, 882, 1104]"
22208,13,"[2306, 1982, 2667, 1984, 1853, 1781, 2437, 1035, 874, 1781, 882, 1984]"
22305,12,"[4944, 1392, 0, 0, 3768, 1984, 882, 2506, 0, 1035, 1417]"
22396,8,"[1982, 1035, 874, 1853, 1984, 1104, 0]"
22201,8,"[2337, 1044, 1044, 1043, 3212, 1986, 884]"
22228,7,"[2011, 1035, 874, 1852, 882, 1104]"
22260,19,"[948, 42, 0, 194, 1379, 2030, 943, 1, 1042, 16, 1059, 2608, 4688, 5666, 345, 4207, 6682, 18]"
22315,13,"[227, 74, 92, 70, 0, 0, 0, 923, 1438, 93, 8, 8]"
22307,15,"[227, 74, 92, 70, 0, 0, 0, 923, 1438, 93, 512, 2, 595, 1]"
22316,17,"[4167, 1, 2605, 3358, 4713, 11, 4628, 0, 4, 0, 6, 0, 5, 1, 0, 3378]"
22326,3,"[21490, 921]"
22361,38,"[2030, 97, 6, 171, 77, 82, 83, 586, 8, 8, 176, 1083, 1, 2, 2, 712, 1520, 2969, 2969, 0, 335, 4, 707, 2145, 3925, 3925, 3925, 3925, 525, 4, 2, 1231, 2676, 5000, 6187, 1402, 992]"
22365,13,"[20, 140, 0, 90, 0, 525, 0, 1522, 13, 1527, 0, 1724]"
22403,8,"[2017, 1, 1036, 876, 1855, 1985, 1105]"
22417,8,"[19387, 12, 232, 169, 36, 36, 36]"
22418,11,"[4627, 2638, 3340, 27, 4688, 4674, 6935, 0, 4298, 6684]"
22419,9,"[103, 397, 0, 370, 1639, 584, 0, 589]"
22427,16,"[993, 2042, 54, 1678, 1026, 1812, 1463, 1943, 1713, 135, 55, 1170, 46, 3048, 227]"
22428,9,"[3479, 995, 0, 0, 2590, 1632, 1470, 1022]"
22488,14,"[1981, 2304, 1354, 2402, 2711, 1665, 1273, 26, 950, 874, 1702, 1863, 986]"
22496,31,"[745, 350, 9, 172, 5, 4, 5, 5, 1951, 1159, 746, 32, 1000, 0, 13, 1381, 1532, 1532, 1532, 1532, 1519, 32, 2795, 2378, 1763, 309, 1941, 2721, 1317, 1117]"
22508,143,"[2874, 2993, 154, 0, 293, 8, 86, 40, 2, 14, 1, 2, 52, 2, 2458, 298, 16, 116, 2183, 445, 3706, 106, 111, 2, 10, 3564, 1572, 4564, 137, 49, 24, 24, 48, 48, 24, 25, 25, 25, 25, 24, 24, 24, 25, 24, 25, 25, 25, 25, 25, 25, 25, 24, 24, 25, 25, 25, 25, 25, 25, 24, 25, 25, 24, 50, 99, 24, 10, 3, 3, 0, 9080, 5, 6, 267, 0, 5, 1, 1, 1321, 0, 2936, 3, 2, 139, 46, 6396, 155, 111, 5729, 2781, 5, 60, 8, 7921, 80, 120, 141, 12, 7763, 1, 66, 281, 106, 60, 15, 15, 6, 314, 82, 650, 85, 1110, 109, 2, 111, 111, 67, 271, 0, 0, 0, 118, 54, 54, 48, 45, 44, 126, 615, 54, 368, 12, 50, 170, 14, 56, 62, 55, 44, 45, 1, 126]"
22535,21,"[82, 40, 792, 1794, 1824, 1, 210, 2395, 0, 2375, 0, 2375, 2430, 2362, 4121, 4285, 3187, 0, 34, 3188]"
22549,14,"[870, 290, 0, 18, 5, 5, 9, 983, 428, 69, 0, 35, 0]"
22557,13,"[5189, 0, 16446, 11580, 0, 0, 0, 1, 9959, 36, 24, 31]"
22561,23,"[6738, 60, 6054, 3358, 9, 45, 33, 24, 36, 15, 3, 6, 88, 8, 4, 2, 0, 6, 4310, 3234, 0, 8]"
22583,4,"[1675, 691, 359]"
22592,11,"[708, 299, 372, 166, 306, 158, 1036, 493, 978, 203]"
22603,11,"[708, 299, 372, 166, 306, 158, 569, 546, 158, 915]"
22610,13,"[1063, 875, 1853, 1984, 1130, 28, 2437, 1036, 875, 1854, 1984, 1104]"
22613,7,"[2327, 1034, 1417, 2211, 1984, 882]"
22625,13,"[28027, 1247, 1220, 723, 104, 64, 24, 14, 44, 2, 40, 40]"
22634,9,"[1982, 522, 1608, 1594, 3313, 2499, 1762, 3594]"
22645,6,"[1183, 562, 159, 837, 864]"
22658,10,"[1675, 0, 729, 359, 1131, 0, 38, 1077, 1077]"
22651,7,"[2565, 881, 974, 1290, 1121, 907]"
22663,50,"[6227, 0, 2, 1, 14, 0, 0, 0, 0, 12, 12, 38, 25, 24, 96, 2, 24, 13, 6, 1, 13, 200, 2, 14, 25, 2, 48, 2, 2, 24, 26, 117, 12, 46, 10, 2825, 132, 2, 2535, 2537, 16, 12, 16051, 14868, 2539, 5058, 864, 13056, 1299]"
22664,12,"[616, 5, 11, 468, 47, 13, 0, 0, 1, 1196, 104]"
22676,10,"[1984, 1054, 876, 1445, 1041, 876, 1870, 1984, 1104]"
22677,21,"[1020, 147, 21, 1196, 338, 251, 1213, 14, 2, 41, 147, 26, 1196, 0, 381, 0, 19, 252, 1196, 147]"
22920,11,"[272, 272, 167, 137, 0, 1, 893, 1170, 0, 1006]"
23048,7,"[422, 1096, 0, 0, 0, 24]"
23247,6,"[180, 0, 4, 2, 0]"
23071,9,"[180, 123, 104, 0, 111, 52, 44, 62]"
23079,9,"[180, 123, 104, 152, 11, 12, 0, 6]"
23098,17,"[387, 1, 17, 17, 55, 220, 58, 181, 2, 57, 142, 57, 473, 34, 83, 116]"
23137,7,"[1845, 1116, 906, 1619, 861, 950]"
23242,50,"[630, 2, 2, 336, 360, 0, 103, 206, 254, 199, 5, 498, 1, 115, 154, 122, 256, 461, 36, 51, 1, 2, 16, 51, 53, 71, 1, 102, 110, 1, 2, 1, 3, 11, 29, 1, 1, 9, 1, 9, 1, 9, 8, 2, 1, 249, 0, 11, 14]"
23262,5,"[107, 7, 0, 0]"
23273,7,"[962, 0, 13, 12, 0, 67]"
23308,13,"[303, 3515, 379, 2688, 447, 0, 2319, 92, 0, 555, 0, 4]"
23365,14,"[0, 0, 491, 6, 4, 6, 1, 27, 0, 1, 572, 13, 12]"
23404,9,"[507, 26, 11, 139, 0, 0, 16, 0]"
23378,8,"[239, 0, 0, 28, 0, 1, 4]"
23403,27,"[303, 2195, 20, 10, 216, 612, 4, 5, 25, 31, 5, 10, 5, 3, 6, 0, 5, 2, 2, 5, 163, 0, 0, 430, 430, 56]"
23428,14,"[962, 0, 13, 12, 0, 0, 0, 40, 2, 42, 33, 6, 12]"
23436,7,"[303, 0, 3123, 1, 54, 2]"
24178,24,"[3395, 53, 5, 5, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 10, 54, 31, 3, 37, 0, 4, 8, 0]"
23586,150,"[3368, 0, 0, 0, 0, 0, 0, 0, 494, 2715, 3114, 3, 3, 3, 3, 2, 1, 1, 92, 1, 1, 3, 35, 27, 26, 184, 1, 3, 54, 0, 0, 0, 0, 0, 53, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 6, 10, 0, 6, 6, 5, 6, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 6, 6, 27, 5, 0, 22, 6, 22, 0, 0, 28, 5, 6, 0, 8, 104, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 39, 1, 6, 1, 0, 0, 0, 0, 13, 2, 0, 21, 3, 0, 3, 39, 2, 5, 5, 6, 63, 55, 0, 0, 0, 0, 53, 2, 2, 0, 3, 0, 54, 0, 0, 3, 0, 53, 17, 17, 0, 2, 2, 2, 2, 0, 0, 32, 36, 6, 2, 2, 2, 6]"
23729,31,"[303, 52, 52, 52, 52, 51, 71, 0, 31, 6, 100, 11, 6, 147, 4, 171, 54, 141, 85, 35, 1, 2, 11, 0, 0, 42, 42, 25, 2, 63]"
46145,19,"[233, 15, 1, 12, 9, 7, 11, 32, 2, 25, 28, 2, 0, 12, 0, 89, 28, 0]"
24105,8,"[484, 336, 100, 28, 0, 2, 0]"
24127,20,"[484, 0, 0, 658, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24140,3,"[484, 991]"
24147,9,"[484, 992, 1181, 120, 80, 47, 226, 188]"
24148,3,"[517, 110]"
24162,5,"[303, 2074, 153, 235]"
24179,4,"[303, 1958, 0]"
24203,15,"[484, 181, 1, 12, 5, 120, 0, 124, 0, 155, 522, 0, 14, 9]"
24213,138,"[3368, 0, 0, 0, 0, 0, 0, 0, 494, 2715, 3114, 3, 3, 3, 3, 2, 1, 1, 92, 1, 1, 3, 35, 27, 26, 184, 1, 3, 54, 0, 0, 0, 0, 0, 53, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 6, 10, 0, 6, 6, 5, 6, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 6, 6, 27, 5, 0, 22, 6, 22, 0, 0, 28, 5, 6, 0, 8, 104, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 39, 1, 6, 1, 0, 0, 0, 0, 13, 2, 0, 21, 3, 0, 3, 39, 2, 5, 5, 6, 63, 55, 0, 0, 0, 0, 53, 2, 2, 0, 3, 0, 54, 0, 3, 0, 20, 27, 1, 2, 1, 26]"
24247,152,"[3368, 0, 0, 0, 0, 0, 0, 0, 494, 2715, 3114, 3, 3, 3, 3, 2, 1, 1, 92, 1, 1, 3, 35, 27, 26, 184, 1, 3, 54, 0, 0, 0, 0, 0, 53, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 6, 10, 0, 6, 6, 5, 6, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 6, 6, 27, 5, 0, 22, 6, 22, 0, 0, 28, 5, 6, 0, 8, 104, 6, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 39, 1, 6, 1, 0, 0, 0, 0, 13, 2, 0, 21, 3, 0, 3, 39, 2, 5, 5, 6, 63, 55, 0, 0, 0, 0, 53, 2, 2, 0, 3, 0, 54, 0, 3, 0, 0, 0, 53, 17, 21, 2, 4, 5, 127, 2, 3, 6, 6, 3, 5, 2, 28, 2, 4, 34]"
24264,18,"[3486, 27, 2, 5, 2, 4, 44, 5, 6, 5, 6, 27, 30, 5, 5, 5, 53]"
24623,13,"[180, 123, 104, 152, 11, 12, 124, 6, 0, 0, 8, 0]"
24635,6,"[322, 0, 1, 12, 1]"
24640,16,"[92, 79, 0, 0, 62, 0, 75, 63, 62, 6, 96, 84, 64, 23, 34]"
24654,3,"[609, 0]"
24646,5,"[575, 1, 0, 0]"
25168,10,"[585, 0, 32, 2, 2, 0, 2, 4, 2]"
27784,14,"[96, 2, 0, 0, 0, 0, 5, 2, 3, 4, 4, 4, 26]"
27861,4,"[575, 0, 1]"
27931,24,"[0, 0, 24, 233, 4, 2, 2, 6, 0, 0, 0, 0, 3, 338, 3, 113, 20, 18, 42, 763, 2, 0, 142]"
27935,3,"[505, 57]"
28011,17,"[16, 0, 22, 0, 0, 0, 0, 0, 0, 24, 173, 24, 6, 22, 5, 5]"
28027,14,"[16, 0, 22, 0, 0, 0, 0, 0, 0, 24, 183, 5, 2]"
28032,4,"[248, 0, 0]"
28035,6,"[248, 0, 6, 1, 2]"
28299,13,"[254, 0, 0, 3, 10, 2, 55, 2, 10, 62, 62, 62]"
28306,8,"[190, 1, 25, 1, 69, 2, 17]"
28312,4,"[405, 5, 16]"
29089,18,"[830, 332, 448, 0, 4, 1, 0, 4, 5, 30, 0, 24, 1, 6, 6, 6, 6]"
29081,6,"[211, 0, 64, 57, 57]"
29136,5,"[4, 2, 4, 3]"
29328,6,"[9, 218, 0, 1, 0]"
29179,22,"[8, 60, 2, 4, 2, 65, 2, 2, 12, 4, 7, 4, 3, 6, 2, 6, 139, 6, 12, 56, 12]"
29192,5,"[2334, 0, 12, 8]"
29207,17,"[830, 625, 2, 235, 3, 7, 1, 2, 2, 8, 1, 307, 4, 32, 12, 2]"
46619,10,"[230, 0, 4, 163, 166, 117, 126, 96, 68]"
46616,8,"[230, 163, 164, 117, 126, 96, 68]"
29217,13,"[180, 123, 0, 235, 1, 3, 1, 252, 0, 30, 95, 128]"
29248,31,"[227, 145, 106, 293, 14, 716, 39, 6, 9, 44, 39, 33, 11, 12, 1, 64, 9, 18, 2, 27, 24, 3, 92, 2, 5, 17, 24, 1, 3, 1844]"
29311,15,"[55, 6, 2, 9, 0, 1, 2, 10, 1, 1, 36, 12, 13, 12]"
29364,11,"[429, 0, 0, 1123, 1, 345, 2275, 5, 13, 17]"
29579,12,"[303, 2414, 2, 2504, 849, 10, 2, 2297, 151, 501, 2]"
29653,11,"[426, 335, 1, 11, 56, 0, 14, 6, 3, 0]"
29700,7,"[0, 4, 18, 4, 0, 199]"
29709,4,"[195, 1, 11]"
46631,6,"[206, 119, 167, 163, 164]"
29722,3,"[1296, 903]"
29748,10,"[70, 3, 156, 6, 6, 329, 8, 3, 11]"
29753,5,"[830, 0, 28, 2]"
29756,8,"[830, 332, 448, 339, 0, 69, 269]"
29962,4,"[1675, 1396, 0]"
29761,12,"[4334, 344, 273, 67, 2385, 0, 0, 2188, 0, 374, 5]"
29770,9,"[879, 7, 6, 24, 0, 0, 0, 16]"
29793,29,"[4334, 344, 273, 67, 527, 2, 59, 65, 64, 5, 10, 5, 3, 5, 23, 25, 1, 1, 0, 0, 1, 0, 5, 0, 4, 0, 55, 55]"
29866,3,"[578, 796]"
29886,5,"[4430, 2095, 2083, 21]"
29933,15,"[919, 2, 19, 1, 3, 97, 250, 228, 10, 21, 24, 173, 30, 5]"
30599,26,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
30605,16,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 2, 2, 1, 1, 1]"
30743,4,"[1177, 546, 8]"
30855,26,"[255, 123, 450, 245, 439, 85, 90, 2570, 108, 1105, 1583, 885, 1494, 719, 718, 533, 24, 46, 96, 4, 126, 5, 581, 198, 422]"
30859,17,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0, 1682, 118, 902]"
30867,8,"[2932, 1907, 704, 84, 1351, 1656, 232]"
30884,11,"[211, 190, 190, 13, 0, 196, 62, 1, 134, 3]"
31267,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 463]"
31511,11,"[211, 0, 1201, 0, 0, 0, 91, 0, 0, 0]"
31536,20,"[1467, 90, 91, 92, 89, 0, 128, 1279, 0, 27, 2, 50, 49, 0, 0, 0, 0, 0, 0]"
33140,5,"[1, 267, 277, 248]"
39258,25,"[458, 648, 50, 43, 317, 355, 46, 0, 47, 40, 0, 19, 251, 22, 13, 354, 128, 128, 128, 0, 38, 2, 2, 47]"
39465,18,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 1, 1, 2, 4, 1]"
45669,5,"[2, 58, 39, 1]"
46055,3,"[0, 0]"
46091,5,"[106, 0, 16, 16]"
46106,4,"[1311, 0, 25]"
46118,13,"[174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46167,4,"[426, 20, 11]"
46494,28,"[211, 0, 0, 74, 3, 17, 1, 2, 9, 12, 4, 4, 0, 3272, 3413, 0, 0, 0, 0, 132, 28, 70, 3, 4, 0, 799, 0]"
46224,6,"[521, 207, 414, 24, 24]"
46413,7,"[734, 290, 0, 265, 0, 313]"
46479,7,"[477, 217, 0, 0, 105, 138]"
46813,6,"[761, 263, 263, 0, 484]"
46502,20,"[233, 0, 2, 2, 6, 4, 2, 1, 1, 122, 1, 111, 1, 5, 5, 2, 5, 107, 262]"
46515,14,"[226, 1, 2, 7, 132, 2, 2, 2, 1, 2, 51, 1, 2]"
46520,6,"[192, 1, 8, 1, 1]"
46533,6,"[228, 0, 160, 165, 118]"
46625,5,"[132, 159, 166, 117]"
46542,8,"[227, 161, 3, 3, 3, 166, 117]"
54976,3,"[293, 0]"
46535,38,"[211, 0, 0, 74, 3, 17, 1, 2, 9, 12, 4, 4, 0, 3272, 3413, 0, 0, 0, 0, 132, 28, 70, 3, 4, 0, 799, 868, 12, 11, 186, 0, 0, 0, 221, 267, 111, 215]"
46560,14,"[227, 6, 2, 2, 5, 18, 39, 133, 4, 3, 132, 134, 106]"
46563,7,"[227, 0, 0, 117, 107, 154]"
46657,7,"[188, 45, 164, 0, 165, 117]"
46574,11,"[230, 3, 2, 164, 63, 20, 42, 3, 165, 117]"
46576,3,"[239, 0]"
46584,4,"[239, 40, 0]"
46590,8,"[239, 0, 173, 0, 167, 122, 51]"
46607,5,"[231, 1, 0, 1]"
46597,4,"[194, 6, 0]"
46604,3,"[229, 0]"
46645,4,"[167, 1, 42]"
46659,15,"[0, 160, 1, 1, 1, 1, 164, 8, 130, 12, 2, 127, 97, 66]"
46660,10,"[180, 123, 0, 235, 1, 3, 1, 252, 122]"
46664,6,"[180, 0, 130, 1, 167]"
46666,11,"[180, 123, 0, 235, 1, 3, 1, 252, 0, 69]"
46670,4,"[167, 2, 1]"
46681,3,"[132, 27]"
46690,11,"[213, 15, 4, 1, 1, 2, 0, 4, 25, 1]"
46707,18,"[173, 1, 22, 0, 1, 6, 1, 87, 2, 27, 1, 23, 4, 5, 152, 3, 2]"
46828,16,"[659, 484, 554, 63, 399, 2, 332, 75, 302, 0, 286, 0, 3, 173, 0]"
46863,17,"[734, 455, 100, 212, 0, 16, 16, 4, 229, 15, 4, 1, 1, 7, 190, 203]"
46830,4,"[442, 385, 347]"
46914,35,"[247, 9, 26, 2, 75, 68, 12, 44, 133, 24, 40, 43, 4313, 122, 1134, 1367, 4338, 3941, 2517, 2546, 7, 412, 6, 6, 6, 4432, 74, 96, 11, 62, 135, 26, 40, 43]"
46936,5,"[713, 2, 1, 14]"
46950,4,"[284, 0, 0]"
47350,35,"[450, 493, 10, 45, 136, 622, 1, 0, 0, 61, 1107, 2, 1, 3, 15, 1, 1, 6, 97, 1493, 86, 54, 139, 91, 0, 2, 15, 3, 5, 73, 2, 2, 3, 3]"
47355,3,"[198, 0]"
47358,3,"[198, 0]"
47357,3,"[198, 0]"
54262,3,"[198, 0]"
47378,13,"[264, 8, 144, 1, 5, 2, 6, 147, 11, 1469, 1374, 3]"
47415,48,"[211, 0, 0, 74, 3, 17, 1, 2, 9, 12, 4, 4, 0, 3272, 3413, 0, 0, 0, 0, 132, 28, 70, 3, 4, 0, 799, 868, 12, 11, 186, 0, 0, 0, 221, 204, 105, 111, 80, 71, 25, 1, 15, 0, 28, 26, 0, 236]"
47454,3,"[206, 0]"
47443,5,"[275, 0, 0, 2]"
47466,4,"[192, 0, 0]"
47455,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 1]"
47469,4,"[252, 0, 0]"
47459,4,"[552, 211, 479]"
47464,3,"[69, 1]"
47471,4,"[275, 0, 276]"
47472,4,"[275, 0, 276]"
47479,4,"[106, 102, 0]"
47480,9,"[547, 142, 25, 1, 379, 7, 0, 235]"
47806,7,"[830, 332, 448, 8, 0, 0]"
47782,7,"[830, 332, 448, 8, 0, 0]"
47795,7,"[830, 332, 448, 8, 0, 0]"
47860,7,"[830, 332, 448, 8, 0, 0]"
47850,7,"[830, 332, 448, 8, 0, 0]"
47810,7,"[830, 332, 448, 8, 0, 0]"
47807,7,"[830, 332, 448, 8, 0, 0]"
47811,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 748]"
47871,7,"[830, 332, 448, 8, 0, 0]"
47716,7,"[830, 332, 448, 8, 0, 0]"
47515,7,"[830, 332, 448, 8, 0, 0]"
47514,8,"[830, 332, 448, 8, 0, 0, 0]"
47800,7,"[830, 332, 448, 8, 0, 0]"
47818,7,"[830, 332, 448, 8, 0, 0]"
47508,7,"[830, 332, 448, 8, 0, 0]"
47488,4,"[830, 0, 2]"
47805,9,"[547, 1095, 0, 502, 33, 117, 0, 0]"
47872,8,"[547, 1095, 0, 502, 33, 117, 0]"
47793,8,"[547, 1095, 0, 502, 33, 117, 0]"
47858,8,"[547, 1095, 0, 502, 33, 117, 0]"
47848,8,"[547, 1095, 0, 502, 33, 117, 0]"
47809,8,"[547, 1095, 0, 502, 33, 117, 0]"
47798,8,"[547, 1095, 0, 502, 33, 117, 0]"
47517,8,"[547, 1095, 0, 502, 33, 117, 0]"
47840,8,"[547, 1095, 0, 502, 33, 117, 0]"
47771,9,"[547, 1095, 0, 502, 33, 117, 0, 0]"
47766,8,"[547, 1095, 0, 502, 33, 117, 0]"
47703,8,"[547, 1095, 0, 502, 33, 117, 0]"
47506,8,"[547, 1095, 0, 502, 33, 117, 0]"
47714,8,"[547, 1095, 0, 502, 33, 117, 0]"
47808,8,"[547, 1095, 0, 502, 33, 117, 0]"
47715,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47849,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47768,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47706,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47507,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47859,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47817,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47804,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47773,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47794,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47816,8,"[547, 1095, 0, 502, 33, 117, 1272]"
47780,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
51996,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47516,18,"[830, 332, 1, 232, 5, 29, 69, 82, 8, 4, 303, 14, 396, 32, 0, 32, 0]"
47718,13,"[547, 142, 25, 1, 379, 7, 0, 0, 0, 0, 0, 1398]"
47503,3,"[1937, 16]"
47864,6,"[1921, 0, 0, 0, 0]"
