id,chain_len,distances
10140,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
29086,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
11090,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
9197,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
10880,37,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0, 0, 2, 2, 2, 2, 0, 2, 2]"
9162,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
10177,34,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 2, 2, 2, 2, 4, 4]"
10168,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
29823,30,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0, 0]"
29833,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0]"
9163,14,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0]"
10169,14,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0]"
29085,14,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0]"
9196,14,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0]"
9098,4,"[4132, 158, 12]"
9100,5,"[4132, 158, 11, 24]"
9189,6,"[561, 0, 1, 1, 0]"
9225,3,"[211, 0]"
31368,5,"[211, 0, 0, 0]"
29825,3,"[211, 0]"
30878,3,"[211, 0]"
9186,3,"[211, 0]"
29827,3,"[211, 0]"
30876,3,"[211, 0]"
31180,6,"[211, 190, 190, 13, 0]"
29082,6,"[211, 190, 190, 13, 0]"
29017,6,"[211, 190, 190, 13, 0]"
29826,6,"[211, 190, 190, 13, 0]"
9191,3,"[128, 0]"
29015,3,"[128, 0]"
9144,4,"[128, 0, 0]"
9199,3,"[128, 0]"
9131,3,"[128, 0]"
29828,3,"[128, 0]"
29083,3,"[128, 0]"
9346,3,"[128, 0]"
9129,3,"[128, 94]"
29832,17,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0]"
29014,18,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0, 0]"
29830,18,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0, 0]"
9228,18,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0, 0]"
9347,17,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0]"
9151,17,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0]"
29084,17,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0]"
9149,19,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 1, 8, 1]"
9160,27,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 1, 0, 10, 2, 1, 20, 2, 2, 0, 1, 1]"
29831,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
10170,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
29824,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
9201,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
10178,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
29834,17,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0]"
9168,4,"[579, 303, 0]"
9170,5,"[579, 303, 0, 80]"
9178,10,"[579, 303, 2, 74, 3, 1, 1, 1, 0]"
9179,10,"[579, 303, 2, 74, 3, 1, 1, 1, 0]"
9182,12,"[579, 303, 2, 74, 3, 1, 1, 1, 54, 0, 0]"
9184,13,"[579, 303, 2, 74, 3, 1, 1, 1, 54, 0, 38, 0]"
9185,13,"[579, 303, 2, 74, 3, 1, 1, 1, 54, 0, 38, 0]"
9188,7,"[211, 190, 190, 13, 0, 65]"
9195,20,"[128, 19, 141, 24, 1, 16, 1, 107, 23, 3, 1, 1, 0, 15, 9, 0, 1, 24, 43]"
9200,18,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0, 26]"
9378,31,"[100, 37, 13, 12, 12, 4, 2, 2, 2, 3, 2, 2, 4, 2, 2, 12, 2, 1, 6, 3, 2, 2, 2, 4, 2, 12, 2, 7, 2, 14]"
49323,32,"[248, 1, 75, 49, 39, 93, 31, 58, 48, 3340, 750, 520, 1, 1492, 1342, 926, 1690, 18, 20, 1414, 17, 246, 232, 1053, 52, 2531, 7, 480, 821, 310, 4461]"
50054,28,"[2078, 1299, 369, 1468, 487, 3949, 1042, 13339, 254, 8, 8, 15422, 15417, 260, 1088, 16859, 3630, 3856, 0, 83, 839, 2, 5, 4, 336, 194, 707]"
27852,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 575]"
10909,11,"[179, 3, 6, 6, 4, 9, 6, 6, 0, 193]"
67147,5,"[2620, 2620, 0, 0]"
13520,3,"[0, 0]"
55416,50,"[2826, 33, 339, 0, 1576, 2532, 280, 1096, 0, 0, 20, 0, 0, 0, 0, 58, 65, 65, 184, 58, 0, 58, 0, 204, 0, 0, 0, 0, 0, 0, 202, 1403, 81, 0, 82, 137, 1277, 60, 1420, 1083, 0, 14, 119, 0, 77, 4, 1, 0, 1969]"
55512,4,"[1036, 0, 1036]"
49270,88,"[0, 12, 403, 393, 5, 53, 60, 79, 85, 4, 2, 16, 107, 6236, 58, 229, 128, 513, 129, 198, 383, 383, 10, 10, 3581, 3, 3408, 3248, 3243, 3, 220, 244, 0, 57, 57, 56, 56, 6, 99, 230, 13, 24, 25, 24, 3406, 3650, 168, 24, 21, 12, 4, 3, 2, 2, 22, 0, 6, 3658, 71, 71, 0, 95, 78, 81, 21, 0, 3, 3, 76, 76, 13, 1, 12, 5701, 0, 204, 12, 285, 8, 9630, 9630, 1, 216, 0, 4, 217, 9626]"
9590,5,"[122, 0, 0, 0]"
9678,3,"[122, 0]"
13564,4,"[0, 0, 0]"
13169,3,"[122, 0]"
13152,8,"[122, 0, 0, 0, 0, 0, 0]"
13145,4,"[122, 0, 0]"
9631,3,"[208, 12]"
9629,10,"[180, 123, 104, 152, 11, 12, 0, 26, 12]"
10196,14,"[124, 118, 1, 25, 3916, 11, 29, 18, 1, 57, 1043, 0, 0]"
10737,3,"[278, 23]"
14254,3,"[301, 0]"
13575,3,"[301, 0]"
9650,17,"[124, 118, 1, 25, 3916, 11, 29, 18, 1, 57, 76, 19, 0, 19, 0, 2]"
9658,18,"[124, 118, 1, 25, 3916, 11, 29, 18, 1, 57, 1043, 0, 0, 30, 151, 1, 1]"
9659,17,"[124, 118, 1, 25, 3916, 11, 29, 18, 1, 57, 1043, 0, 952, 30, 151, 48]"
9711,5,"[3, 20, 1, 6]"
9796,6,"[157, 6, 46, 82, 67]"
9960,13,"[96, 100, 43, 1, 3, 1, 47, 1, 0, 18, 1, 1]"
10032,6,"[298, 5, 2, 1, 1]"
10946,6,"[69, 39, 2, 0, 0]"
10158,19,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 0, 0, 0, 2, 0]"
10167,37,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 0, 0, 2, 24, 4, 2, 0, 4, 2]"
10165,28,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0, 6, 6, 1, 2, 4, 2, 2, 2, 2, 6, 0]"
10194,11,"[303, 16, 198, 20, 4, 1, 8, 6, 41, 0]"
10211,23,"[118, 18, 57, 14, 57, 6, 6, 91, 59, 31, 13, 18, 47, 2, 1, 28, 1, 29, 20, 1, 48, 1]"
10801,12,"[1493, 0, 2, 1, 1, 1, 174, 22, 1, 1, 0]"
10802,14,"[273, 208, 29, 29, 57, 36, 14, 22, 0, 141, 1, 1, 0]"
10857,7,"[2, 49, 2, 2, 2, 2]"
10875,23,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 2, 224, 0, 245, 0, 0, 215, 124, 0]"
10885,20,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 0, 1, 1, 32]"
10890,10,"[2, 19, 192, 75, 1, 26, 2, 19, 0]"
29088,18,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 0, 152, 87, 82, 158]"
10911,25,"[180, 0, 11, 3, 22, 65, 10, 12, 6, 24, 0, 6, 3, 4, 7, 58, 0, 1, 1, 62, 0, 7, 69, 2]"
10915,20,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 1, 1, 2, 11, 16, 33, 11]"
10916,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 2]"
10919,4,"[526, 10, 2]"
10930,11,"[45, 24, 1, 4, 4, 12, 72, 20, 2, 2]"
10958,12,"[103, 4, 21, 20, 313, 2, 14, 29, 65, 2, 58]"
10965,8,"[76, 2, 2, 20, 2, 2, 0]"
10977,5,"[149, 1, 1, 1]"
11047,3,"[6970, 612]"
11054,8,"[96, 13, 15, 25, 105, 109, 104]"
11062,4,"[108, 7, 1]"
12510,3,"[273, 0]"
11080,13,"[1017, 533, 0, 533, 0, 2, 1, 1, 2, 2, 1, 3]"
11081,6,"[1017, 5, 0, 1, 0]"
11095,33,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 449, 2, 0, 32, 16]"
11102,20,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 30, 1, 311, 59, 89, 25, 48, 20, 19]"
11148,8,"[1, 1, 18, 7, 7, 94, 25]"
11158,25,"[245, 17, 4, 1, 1, 2, 1, 2, 2, 6, 20, 2, 3, 3, 19, 1, 2, 4, 1, 0, 33, 41, 20, 22]"
11162,4,"[295, 22, 2]"
11169,3,"[2, 0]"
11284,61,"[585, 2, 1, 3, 469, 12, 198, 26, 73, 16, 2, 2, 1, 1, 1, 33, 1, 44, 372, 1, 7, 7, 29, 5, 2, 3, 1, 4, 6, 17, 43, 15, 7, 2, 2, 2, 49, 40, 17, 8, 2, 2, 24, 1, 2, 25, 2, 1, 282, 62, 9, 6, 40, 24, 31, 65, 1, 42, 9, 252]"
11304,29,"[82, 4, 0, 1, 3, 62, 133, 13, 24, 1, 120, 2, 19, 1, 10, 6, 10, 56, 1, 10, 40, 4, 2, 154, 3, 61, 62, 6]"
11335,15,"[490, 39, 7, 2, 291, 1, 1, 8, 28, 21, 2, 123, 6, 19]"
11367,8,"[286, 257, 2, 27, 2, 11, 11]"
11368,29,"[273, 208, 29, 29, 57, 36, 14, 22, 0, 140, 22, 2, 1, 21, 118, 1, 1, 119, 118, 214, 0, 16, 22, 1, 0, 0, 4, 648]"
11387,20,"[315, 34, 0, 621, 12, 238, 3, 747, 105, 76, 6, 1, 85, 9, 8, 0, 2, 83, 6]"
11394,57,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 413, 292, 2, 335, 26, 0, 112, 12, 100, 110, 98, 330, 20, 4, 6, 4, 4, 4, 4, 4, 1, 2, 4, 6, 36, 3, 4, 94, 55]"
11407,14,"[61, 1, 1, 2, 1, 28, 1, 2, 2, 103, 1, 1, 1]"
11461,51,"[3, 323, 1, 1, 1, 0, 1, 222, 43, 383, 190, 44, 87, 1, 83, 4, 6, 200, 70, 51, 0, 11, 3, 57, 1, 159, 123, 39, 5, 0, 10, 0, 101, 88, 0, 97, 112, 139, 79, 68, 78, 3, 0, 13, 3, 1, 1, 8, 1, 6]"
11525,5,"[156, 32, 47, 2]"
11585,97,"[42, 2, 32, 0, 2, 4, 0, 2, 4, 4, 4, 2, 4, 1, 5, 2, 1, 0, 1, 1, 2, 5, 1, 3, 2, 4, 2, 2, 1, 1, 6, 1, 4, 4, 0, 5, 0, 1, 3, 3, 3, 5, 3, 5, 5, 0, 63, 1, 17, 1, 1, 1, 1, 1, 1, 1, 491, 450, 48, 52, 87, 0, 1, 32, 79, 2, 3, 3, 2, 75, 1, 1, 1, 0, 0, 1, 0, 77, 78, 4, 76, 2, 1, 2, 79, 241, 1, 2, 1, 1, 0, 1, 0, 2, 1, 130]"
11690,195,"[42, 2, 32, 0, 2, 4, 0, 2, 4, 4, 4, 2, 4, 1, 5, 2, 1, 0, 1, 1, 2, 5, 1, 3, 2, 4, 2, 2, 1, 1, 6, 1, 4, 4, 0, 5, 0, 1, 3, 3, 3, 5, 3, 5, 5, 0, 63, 1, 17, 1, 1, 1, 1, 1, 1, 1, 491, 450, 48, 52, 87, 0, 1, 32, 79, 2, 3, 3, 2, 75, 1, 1, 1, 0, 0, 1, 0, 77, 78, 4, 76, 2, 1, 2, 79, 241, 1, 2, 1, 1, 0, 1, 0, 2, 1, 2, 274, 47, 23, 36, 0, 27, 3, 1, 1, 56, 37, 0, 14, 46, 67, 27, 118, 3, 31, 21, 91, 39, 63, 61, 68, 241, 2, 314, 1, 0, 1, 2, 17, 0, 1, 1, 1, 6, 6, 1, 17, 1, 1, 1, 1, 126, 0, 91, 1, 1, 2, 1, 2, 1, 3, 3, 3, 7, 1, 1, 46, 1, 1, 1, 1, 81, 1, 1, 0, 1, 1, 3, 3, 106, 2, 1, 2, 5, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 0, 142, 3, 61, 1, 2, 43]"
11770,10,"[585, 454, 12, 40, 2, 2, 2, 15, 85]"
11773,4,"[131, 1, 3]"
11870,3,"[810, 0]"
11930,85,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 363, 10, 68, 24, 27, 1, 12, 29, 29, 6, 1, 2, 35, 2, 6, 3, 3, 2, 34, 1, 1, 1, 7, 1, 4, 1, 24, 1, 1, 1, 1, 18, 1, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 2, 1, 1, 4, 5, 2, 82, 56, 76]"
11933,12,"[273, 208, 29, 29, 57, 36, 14, 22, 34, 140, 2]"
11934,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 222]"
11944,18,"[69, 39, 0, 0, 61, 30, 2, 2, 1, 8, 1, 10, 0, 0, 53, 40, 6]"
12261,35,"[947, 47, 1, 1447, 25, 21, 227, 21, 1, 13, 1, 1, 1, 0, 16, 1, 1, 16, 1, 1, 65, 14, 1, 0, 240, 1, 1, 321, 247, 14, 1, 1, 1367, 0]"
12456,29,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 338]"
12460,32,"[83, 34, 55, 185, 24, 39, 2, 0, 0, 40, 0, 29, 24, 30, 18, 40, 12, 1, 0, 13, 1, 57, 4, 1, 1, 2, 27, 353, 12, 311, 12]"
12476,9,"[2982, 6, 42, 720, 2190, 210, 0, 0]"
12579,29,"[88, 1, 1, 2, 764, 1, 2, 642, 214, 1, 3, 3, 3, 0, 2, 1, 1, 299, 23, 3, 2, 2, 3, 2, 1188, 1135, 23, 23]"
12608,22,"[86, 4, 2, 1, 3, 1, 1, 3, 0, 8, 1, 1, 2, 0, 0, 2, 2, 2, 2, 881, 116]"
12697,14,"[147, 2053, 1942, 31, 1, 1, 0, 1, 32, 1, 142, 29, 321]"
12722,26,"[257, 1333, 721, 1, 1, 4, 0, 0, 1, 0, 1, 745, 1, 1, 1, 1, 1, 1, 2, 391, 21, 62, 1727, 1, 1594]"
12787,60,"[4, 4, 4, 2047, 1580, 1, 0, 116, 25, 2, 50, 6, 1710, 1799, 2037, 2, 1, 1, 1, 1, 1, 405, 405, 33, 33, 0, 5, 2136, 0, 29, 2115, 736, 62, 942, 881, 5134, 0, 4899, 2, 0, 2, 0, 2, 0, 0, 627, 0, 2, 2, 277, 2, 119, 814, 747, 686, 496, 2153, 2171, 626]"
12794,3,"[0, 0]"
12790,57,"[4, 4, 4, 2047, 1580, 1, 0, 116, 25, 2, 50, 6, 1710, 1799, 2037, 2, 1, 1, 1, 1, 1, 405, 405, 33, 33, 0, 5, 2136, 0, 29, 2115, 736, 62, 942, 881, 5134, 0, 4899, 2, 0, 2, 0, 2, 0, 0, 627, 0, 2, 2, 277, 2, 119, 814, 1082, 0, 1665]"
12799,3,"[1, 1]"
12861,4,"[301, 66, 1]"
12865,4,"[301, 100, 0]"
13011,11,"[769, 1, 263, 1, 4, 19, 0, 742, 1058, 3922]"
13068,54,"[758, 177, 42, 1, 1, 0, 219, 5, 5, 0, 1238, 1047, 20, 21, 0, 529, 11, 280, 1, 6, 4, 12, 292, 287, 2082, 2082, 1, 7, 333, 3, 3, 2249, 1, 1, 62, 1, 5, 12, 2, 1, 1, 66, 0, 360, 464, 1451, 1465, 173, 311, 900, 1277, 372, 65]"
13167,9,"[0, 0, 0, 0, 0, 1, 1, 1]"
13179,3,"[123, 0]"
13181,5,"[123, 0, 0, 0]"
13187,7,"[123, 0, 0, 0, 0, 0]"
13222,13,"[2314, 65, 3, 2, 47, 48, 65, 0, 4, 2, 45, 0]"
13296,11,"[433, 4, 1, 2, 2, 2, 2, 1, 2, 0]"
13301,5,"[89, 1, 1, 0]"
13843,155,"[83, 2, 4, 7, 9, 1, 12, 5, 2, 33, 28, 2, 35, 3, 1, 10, 1, 1, 33, 109, 2, 2, 4, 12, 31, 13, 3, 19, 22, 69, 4, 2, 3, 1, 2, 1, 15, 1, 1, 1, 1, 84, 84, 3, 12, 100, 1, 1, 12, 7, 6, 6, 6, 37, 1, 147, 16, 1, 4, 126, 26, 8, 1, 25, 13, 1, 15, 6, 4, 4, 1, 4, 5, 4, 1, 4, 2, 12, 8, 13, 3, 40, 4, 4, 7, 0, 4, 4, 1, 44, 1, 4, 66, 21, 3, 15, 36, 4, 35, 34, 1, 19, 20, 545, 8, 69, 3, 12, 1, 18, 1, 1, 2, 2, 1, 1, 18, 6, 6, 23, 2, 2, 29, 1, 7, 231, 12, 2, 28, 117, 1, 3, 6, 4, 2, 16, 6, 2, 7, 17, 4, 2, 26, 1, 3, 1, 1, 1, 2, 2, 1, 4, 1, 2]"
13846,4,"[273, 0, 11]"
13848,4,"[273, 254, 0]"
14013,13,"[180, 2, 12, 1, 1, 1, 4, 2, 42, 0, 26, 12]"
14535,5,"[731, 71, 6, 123]"
14619,15,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 0, 6, 17]"
27856,14,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0, 0]"
27855,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
27795,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
25295,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
24916,4,"[575, 0, 0]"
24649,14,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0, 0]"
24651,14,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0, 0]"
24642,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0]"
28407,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
28307,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
28403,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
28586,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
29021,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
14643,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
14644,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
16936,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
14677,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0]"
50769,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
15292,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54311,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
21458,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
50275,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
48184,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
21353,14,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0, 0]"
23431,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
48060,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
48043,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
48007,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
68077,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
15429,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
21187,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
67754,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
17445,15,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0, 25, 25]"
67730,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
20293,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 11, 11]"
15397,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0]"
22708,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
22707,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
30875,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
22703,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
22698,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
15398,13,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0, 0]"
31179,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
66869,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
57353,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56740,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54370,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56726,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
20761,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56719,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
20205,5,"[575, 1, 0, 1]"
17477,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
39205,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56711,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56707,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
56704,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
20324,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
20490,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54915,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
45953,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
46092,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
45088,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
45000,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54377,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54546,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
22185,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
45594,5,"[575, 0, 0, 0]"
45677,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
46476,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54578,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
54595,12,"[72, 157, 26, 2, 0, 4, 181, 35, 2, 102, 0]"
15430,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
53884,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
53260,3,"[451, 0]"
17402,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
27943,16,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0, 12, 12]"
27851,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
30600,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
50775,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
54309,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
45606,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
31757,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
22709,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
56741,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
66701,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
68120,15,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0, 0]"
49588,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
54916,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
54252,14,"[180, 123, 104, 152, 11, 12, 80, 6, 88, 12, 11, 102, 0]"
